r ed err
0.12542953543000893 0.0111411286618332 0.0011548090171797712
0.18922183173374835 0.008860570682476365 0.0012694891138469951
0.2854582972178391 0.0050501536836067284 0.0011396332026595592
0.4306397348756603 0.003650510032455051 0.0009283802204699148
0.6496591027874654 0.002678132403485983 0.00048525293811901756
0.9800696862226984 0.003286740122561649 0.000793885089404189
1.478524022416255 0.0045180995308926886 0.0006770129595789436
2.2304876026593243 0.005019566033547929 0.0009630600336321087
3.364892873019744 0.004208961805390677 0.0005699680428841174
5.076246123672545 0.0033269228946731346 0.0005461217843986735
7.657977736740074 0.0022588009228163342 0.00023605366066090745
11.552754060313097 0.0014439290864787346 0.00012194219934894564
17.428377434131328 0.0010014319124620641 0.00013357044039880326
26.292288263107537 0.0005791673681598053 0.00010726538494352978
