r ee err
0.12542953543000893 -0.004243862391556497 0.003023686701372027
0.18922183173374835 0.0020696230346614053 0.0015297351851610572
0.2854582972178391 -0.0019063461617137567 0.0015125489304061
0.4306397348756603 -2.2797373363414586e-05 0.0009203168497206632
0.6496591027874654 0.0004834912241837852 0.0006922169932227199
0.9800696862226984 -0.00020668541497836923 0.0008798825965156672
1.478524022416255 -9.69778118145026e-05 0.0006779110598928952
2.2304876026593243 0.0005242244169438304 0.00039872727899959847
3.364892873019744 -0.00018155161719707325 0.00027940424992586643
5.076246123672545 0.00034838003918036264 0.00021441338220639053
7.657977736740074 0.00015864638541507325 0.00014705565832755737
11.552754060313097 -2.3896732142536514e-05 7.337658514728688e-05
17.428377434131328 3.226136526607304e-05 6.956780261022669e-05
26.292288263107537 1.3011312759936278e-05 2.9113491934473917e-05
