r ee err
0.12542953543000893 0.0010442762340414635 0.004327655280991064
0.18922183173374835 0.001139836172437514 0.0030515574145003515
0.2854582972178391 -0.004243298144783303 0.00233127628432444
0.4306397348756603 -0.0007275124952595413 0.0014693804221583531
0.6496591027874654 -0.0009802563574152767 0.0019820575488912625
0.9800696862226984 0.0011320002179172617 0.0015716633738452994
1.478524022416255 0.0009806599947321248 0.0010467092377470226
2.2304876026593243 0.0016554852867801118 0.0007239168579925057
3.364892873019744 0.0005560593410217085 0.0005826591000018787
5.076246123672545 0.0008022511233044538 0.0003243412375096131
7.657977736740074 0.0008016144360640243 0.0003035356506967165
11.552754060313097 0.00011593337528326142 0.00014916793554545064
17.428377434131328 3.581158895726855e-05 0.00013287347378765704
26.292288263107537 -2.1751814330617236e-05 5.0472370885956984e-05
