r ed err
0.12542953543000893 0.012106390398007483 0.001487687792913839
0.18922183173374835 0.008592325377064503 0.0017182508043477205
0.2854582972178391 0.005607590694792497 0.0012463452385085443
0.4306397348756603 0.002189565738453192 0.0010895949165803062
0.6496591027874654 0.002463570109268287 0.0012659202711061027
0.9800696862226984 0.002159499066380577 0.0010870997045331213
1.478524022416255 0.0036376048359319513 0.001299263020027644
2.2304876026593243 0.0019483280218017818 0.0013331956403388027
3.364892873019744 0.0013131543771421894 0.000947228086026076
5.076246123672545 0.003518290975880578 0.0008133238639063049
7.657977736740074 0.001799668796444831 0.0006477246916837331
11.552754060313097 0.0019367832218561976 0.00029478225626797743
17.428377434131328 0.000933832047406602 0.00036648966400358856
26.292288263107537 0.00048105461663916493 0.00023204205386184173
