r ee err
0.12542953543000893 0.0015618977081112485 0.0048991501896891165
0.18922183173374835 -0.0004073408391067068 0.001759149426578211
0.2854582972178391 0.0003594248851273296 0.0019425876488845426
0.4306397348756603 0.000729131881300421 0.0017710493924892265
0.6496591027874654 -0.0004397211853410021 0.0013149517225720618
0.9800696862226984 0.0002486605245887008 0.0005606145853417032
1.478524022416255 -0.00026132061997714563 0.0005637379532700143
2.2304876026593243 -0.0001361621683461378 0.0007473284559202792
3.364892873019744 9.073349145076737e-05 0.0005291978382700507
5.076246123672545 0.00018296420494121613 0.0003726957949777724
7.657977736740074 5.168846990297182e-05 0.0001678380839121641
11.552754060313097 3.817125784646991e-05 0.00010112902083134876
17.428377434131328 2.150492452436259e-05 6.547876940793867e-05
26.292288263107537 1.975382032479711e-05 4.523165773595252e-05
