r xi err
0.12542953543000893 1302.7065797385146 717.7356344200143
0.18922183173374835 625.1002738133632 126.13901082293343
0.2854582972178391 344.6514503454088 38.68897398610304
0.4306397348756603 191.63992085463124 12.809944740875608
0.6496591027874654 90.30934359606358 6.160132088777574
0.9800696862226984 35.165003011925656 2.601145783974427
1.478524022416255 13.860731218576726 1.0114583251811937
2.2304876026593243 5.835620343811604 0.43853821506216645
3.364892873019744 2.8363667272228783 0.27073282525014714
5.076246123672545 1.4153412322385845 0.10316446973801334
7.657977736740074 0.711517423643476 0.04443849263123253
11.552754060313097 0.33562492024479407 0.028256405558209893
17.428377434131328 0.1579101773833167 0.01748318662816691
26.292288263107537 0.05714709392067596 0.013908683415256393
