r xi err
0.12542953543000893 1897.4714583803736 1068.8519441363278
0.18922183173374835 1016.636539087715 351.6612751321226
0.2854582972178391 597.7799284239275 96.00222856563529
0.4306397348756603 208.89887462564624 12.877653921076298
0.6496591027874654 95.5393803442724 6.221681458765562
0.9800696862226984 38.95070494594729 3.463041809888318
1.478524022416255 15.732485179222042 1.3936549250695562
2.2304876026593243 6.7405538880533875 0.47717615804708446
3.364892873019744 3.3960267038967773 0.33204282005269525
5.076246123672545 1.6652976618522715 0.11451314175709355
7.657977736740074 0.8562723553691356 0.05416856550328451
11.552754060313097 0.3916966471417167 0.03249522098420394
17.428377434131328 0.1861350067231995 0.020122068706069658
26.292288263107537 0.06659643544785276 0.015828233222437274
