r xi err
0.12542953543000893 2415.467392714886 0.0
0.18922183173374835 1219.103298485343 0.0
0.2854582972178391 643.9548024899575 0.0
0.4306397348756603 297.4582779939992 0.0
0.6496591027874654 122.77985252548413 0.0
0.9800696862226984 46.58381646263101 0.0
1.478524022416255 16.199036506562692 0.0
2.2304876026593243 6.239904513419048 0.0
3.364892873019744 3.138718152749713 0.0
5.076246123672545 1.5798159716253943 0.0
7.657977736740074 0.8494593853281112 0.0
11.552754060313097 0.40766925505638474 0.0
17.428377434131328 0.17528258293414645 0.0
26.292288263107537 0.07198388711690074 0.0
