r xi err
0.12542953543000893 882.5028457118141 0.0
0.18922183173374835 512.2859367473399 0.0
0.2854582972178391 292.14236783583254 0.0
0.4306397348756603 160.30909745848612 0.0
0.6496591027874654 81.04761377926464 0.0
0.9800696862226984 35.42418165461847 0.0
1.478524022416255 12.839232533998988 0.0
2.2304876026593243 4.638956527838716 0.0
3.364892873019744 2.1474893570841664 0.0
5.076246123672545 1.141568621246647 0.0
7.657977736740074 0.6095664801682026 0.0
11.552754060313097 0.2912195192318787 0.0
17.428377434131328 0.12977182079740346 0.0
26.292288263107537 0.05399400863949788 0.0
