r ed err
0.12542953543000893 0.06080096623759505 0.0076982650479802284
0.18922183173374835 0.05566830881213436 0.006943361091526638
0.2854582972178391 0.047646622522793135 0.0025452959829535098
0.4306397348756603 0.03962114008596222 0.0044014944631917356
0.6496591027874654 0.029680705568267074 0.0032964795275396567
0.9800696862226984 0.02539807285479135 0.002477725775477348
1.478524022416255 0.0252519898395853 0.0022309794052880927
2.2304876026593243 0.02185009974190229 0.001944811417059875
3.364892873019744 0.020338815506759655 0.0019984549451607134
5.076246123672545 0.013917031875254903 0.0017972062385643514
7.657977736740074 0.010509100030990991 0.0008852605688307903
11.552754060313097 0.007539477744899892 0.0008089867120526405
17.428377434131328 0.004682732094305414 0.00046723970405681663
26.292288263107537 0.002802154970344506 0.00017201264924803178
