r ee err
0.12542953543000893 0.003087832055490569 0.008212791149803968
0.18922183173374835 0.0029663589219425857 0.007739991307746613
0.2854582972178391 0.003882204847660242 0.004975075711181237
0.4306397348756603 0.00366803101640652 0.0061207547887675165
0.6496591027874654 0.0016687893021270384 0.004062518250233879
0.9800696862226984 0.0005499408397191208 0.0023326442272176245
1.478524022416255 0.002379739479805504 0.0038631707225055515
2.2304876026593243 0.0014330723596062023 0.0017685575849761283
3.364892873019744 0.0016951407659290152 0.0015815064896427403
5.076246123672545 0.0003090648966824705 0.0011369304121784797
7.657977736740074 0.0005231557196136161 0.0005475108982833011
11.552754060313097 -8.322655630682573e-06 0.00042070153921578416
17.428377434131328 -2.0618291661178568e-05 0.00029666459864326493
26.292288263107537 -5.06079164669937e-06 0.00018821518135437923
