r ed err
0.12542953543000893 0.07925523255267208 0.007472666053440515
0.18922183173374835 0.06871685052058718 0.0064220992072228054
0.2854582972178391 0.0542146787594614 0.005163080983201456
0.4306397348756603 0.03228631786749425 0.005941912223473396
0.6496591027874654 0.029961944037462884 0.004502051044576617
0.9800696862226984 0.02998287707989017 0.003291187568675587
1.478524022416255 0.02617706825544963 0.003202231679294403
2.2304876026593243 0.024384319939565635 0.0034581685852452452
3.364892873019744 0.02067637118111315 0.0016549957384003023
5.076246123672545 0.019699047820234183 0.002284086617353925
7.657977736740074 0.014261731195460703 0.00152169832742899
11.552754060313097 0.00977826518263869 0.0010802998045994405
17.428377434131328 0.006483742974880635 0.0008788915238484065
26.292288263107537 0.004017586754466174 0.0007958062733846809
