r ed ee
0.11294627058970837 0.20577070212121912 0.03894103486095085
0.14219093021276402 0.1907383266159875 0.04104728811270525
0.17900777537149964 0.17402568500773324 0.029604792948734526
0.22535743732392297 0.15937478451534282 0.029465407457485437
0.28370820458389795 0.13348541922959706 0.019942072301542157
0.35716746828516754 0.11332209622497352 0.01992944617075959
0.4496472020903847 0.09492496894364949 0.018804405679183955
0.5660722890537326 0.07777901215341831 0.007106538817946206
0.7126427896022373 0.06267656328715226 0.003943125177947648
0.8971641173621405 0.05050795826910465 0.0015175337855519722
1.1294627058970832 0.04158058720630092 -0.00046926989343543113
1.42190930212764 0.033614774340978204 -0.0007447088657034917
1.7900777537149961 0.025823144936092335 0.0004579392062994403
2.2535743732392293 0.019096478496553215 0.0007665166577632831
2.8370820458389785 0.013294257439525003 -0.0009555828974452951
3.5716746828516746 0.009466598388717551 0.0005840486161461933
4.4964720209038465 0.007198878207742121 -0.00011097652207747721
5.6607228905373255 0.0058642839641291356 0.00015714316970022457
7.1264278960223715 0.004558609959430471 0.0003018161899436267
8.971641173621403 0.003374450161602538 -8.893283844457756e-06
11.294627058970828 0.0025833101202896724 -2.4246499448210557e-05
14.219093021276393 0.0018266294563840657 -7.30387116453235e-05
17.900777537149956 0.0015648675188201788 6.9410731116659186e-06
22.53574373239229 0.001037648778593414 -1.1328747395122907e-05
28.370820458389794 0.0006845105335636648 -1.8299145615352508e-05
35.71674682851674 0.0003939516481706318 2.0067851301763806e-05
44.96472020903845 0.0003075030977412463 -5.067876576725361e-06
56.60722890537326 0.0002835596323740308 6.47974325512779e-06
