r ed ee
0.11294627058970837 0.20122878250971993 0.03758439785685419
0.14219093021276402 0.187752782831835 0.02901167174149638
0.17900777537149964 0.17022255047848606 0.021863194416987086
0.22535743732392297 0.15536333381126088 0.020138471957155735
0.28370820458389795 0.12837332153599063 0.015315626282572103
0.35716746828516754 0.11312273185423649 0.018475855625898596
0.4496472020903847 0.09026861703630429 0.01043414763453665
0.5660722890537326 0.07649955299954969 0.008843615062315013
0.7126427896022373 0.06299799611700513 0.006784639337985121
0.8971641173621405 0.04771580832191147 0.0017005076707150568
1.1294627058970832 0.03980551508492114 -0.0008583785549226564
1.42190930212764 0.032632566310448086 4.121197999962245e-05
1.7900777537149961 0.02404339227201835 0.0004926741384682076
2.2535743732392293 0.017774725965621685 -0.00025886727768337225
2.8370820458389785 0.012760988656453476 0.0011308705128032503
3.5716746828516746 0.009030794057415859 -0.00022342747536746588
4.4964720209038465 0.0065231557309005095 0.00022106716975311969
5.6607228905373255 0.005111522218483877 -0.0002086052887175227
7.1264278960223715 0.004034080764786896 -6.853685506558183e-05
8.971641173621403 0.0034204506727960604 0.000165603608737519
11.294627058970828 0.0026405838567373774 -2.7706898043322603e-05
14.219093021276393 0.001759816138331094 7.234113194809488e-06
17.900777537149956 0.0012726005944126428 -5.6012902532598385e-05
22.53574373239229 0.0010321019431921985 1.5120720204209182e-05
28.370820458389794 0.0007636632020330825 3.744660085913676e-05
35.71674682851674 0.0005307148959753372 1.5207407501827142e-05
44.96472020903845 0.000423101328013209 9.523852120607579e-06
56.60722890537326 0.00020471810834438164 5.781690485762159e-06
