r ed ee
0.11294627058970837 0.21681213559258666 0.061210328716096885
0.14219093021276402 0.20316675364398767 0.06125793253671741
0.17900777537149964 0.18931341450029565 0.04540807254375889
0.22535743732392297 0.1725389979835225 0.03779618544059721
0.28370820458389795 0.15074610042634018 0.03263494989560328
0.35716746828516754 0.1144429629064615 0.021268493921873466
0.4496472020903847 0.086817116155327 0.015399955038461477
0.5660722890537326 0.07029470638196672 0.013712231454295287
0.7126427896022373 0.06167815168183105 0.01257500216986751
0.8971641173621405 0.05924276144426538 0.010191175447328893
1.1294627058970832 0.05648415135609103 0.00837211422801215
1.42190930212764 0.05368936452003881 0.00573446334541694
1.7900777537149961 0.05098935827187029 0.006297866342628244
2.2535743732392293 0.0466003957003846 0.004389877876636028
2.8370820458389785 0.04170667339434653 0.00340741241618997
3.5716746828516746 0.0351536864731159 0.002812689332060525
4.4964720209038465 0.029535641067235385 0.0029461927897736495
5.6607228905373255 0.0246816086760554 0.0021241090792519235
7.1264278960223715 0.020331662311185383 0.0017685072766461807
8.971641173621403 0.01712009557822569 0.0011693792813819992
11.294627058970828 0.013420885774044988 0.001099880945820697
14.219093021276393 0.01100961861154226 0.0007328128103238352
17.900777537149956 0.008410679953865907 0.0005472756021278613
22.53574373239229 0.006320506108955626 0.0002295921351286867
28.370820458389794 0.004464867740147371 0.00011704269623058483
35.71674682851674 0.002950060701023105 0.0001291724174309894
44.96472020903845 0.0019759165364162667 3.839517844278495e-05
56.60722890537326 0.0012200318538315158 5.0128048357078736e-05
