r ed ee
0.11294627058970837 0.17380217287241168 0.020492819241736238
0.14219093021276402 0.15743117081679897 0.005242822562082028
0.17900777537149964 0.15606818431468894 0.0077245197895863815
0.22535743732392297 0.1418563859802796 0.005356089549821752
0.28370820458389795 0.125055787540246 0.008492403197440379
0.35716746828516754 0.09336298739729115 0.0119613083143002
0.4496472020903847 0.06962574316926523 0.010195061609751588
0.5660722890537326 0.05484114443328142 0.010409115093161336
0.7126427896022373 0.05010881311664522 0.010206040190069487
0.8971641173621405 0.04803988093900774 0.009787735934679909
1.1294627058970832 0.04789452096791785 0.007772546286515414
1.42190930212764 0.04859315536848419 0.004722226831904985
1.7900777537149961 0.04564389879165043 0.0035321972904819865
2.2535743732392293 0.04263509079514627 0.003882935638541307
2.8370820458389785 0.03925585117669794 0.0044022033032470875
3.5716746828516746 0.03401088181773587 0.0023614251220533955
4.4964720209038465 0.028954989724820912 0.002409092399782653
5.6607228905373255 0.02405619079690624 0.0018509403825461845
7.1264278960223715 0.019823742716332693 0.0016087621508041328
8.971641173621403 0.016079428871782486 0.0011207896994621103
11.294627058970828 0.012960374616153347 0.0009333414670257278
14.219093021276393 0.010424617032811223 0.0007441793187605295
17.900777537149956 0.008057141836147197 0.0004987722059133781
22.53574373239229 0.006138394112129353 0.00024202774455611697
28.370820458389794 0.004319402164699504 0.000130378984865398
35.71674682851674 0.0028788654030380556 0.00015663932193360486
44.96472020903845 0.0019876353978275363 3.6855688868464576e-05
56.60722890537326 0.001206318676038265 7.197703156103241e-05
