r ed ee
0.11294627058970837 0.2693884080091033 0.12483336982961474
0.14219093021276402 0.2490222261344997 0.10927270836369074
0.17900777537149964 0.23110051850444907 0.10041978453526551
0.22535743732392297 0.2090187415930273 0.0805540599846582
0.28370820458389795 0.17919982237455317 0.06202810133844061
0.35716746828516754 0.14594399441877765 0.04507406105562506
0.4496472020903847 0.1178665686094384 0.032163230045928304
0.5660722890537326 0.09601146165629959 0.01612162699434
0.7126427896022373 0.08136995024427385 0.01349937659763878
0.8971641173621405 0.0661870663869335 0.005001749793077714
1.1294627058970832 0.059154843503813226 0.00423566467896086
1.42190930212764 0.051483805311733355 0.0015766346944404153
1.7900777537149961 0.042758497006238294 0.0010486009994377654
2.2535743732392293 0.036183793186678415 0.0016857514830162512
2.8370820458389785 0.02883030974768014 0.0015359530699852186
3.5716746828516746 0.02239736229870931 0.0009496071626229896
4.4964720209038465 0.018208431569067818 0.00083566371439181
5.6607228905373255 0.014171656915327346 0.0009703083602907725
7.1264278960223715 0.011405964189458828 0.0007278029243432127
8.971641173621403 0.00944873248265965 0.0005683945150819492
11.294627058970828 0.007741768391862303 0.00044702429108417485
14.219093021276393 0.006086758252637436 0.00023654524202809668
17.900777537149956 0.004751642792385102 6.362264938053475e-05
22.53574373239229 0.0034452124442642673 0.00010314439369196737
28.370820458389794 0.0024301207826961657 -7.612673641937961e-05
35.71674682851674 0.0016179890187666413 2.8405777018181144e-05
44.96472020903845 0.0010114946902277655 2.480319065228942e-05
56.60722890537326 0.0005519222009658376 4.686183740165717e-06
