r ed ee
0.11294627058970837 0.21092893667034734 0.05600074667297439
0.14219093021276402 0.207577877185472 0.05669495530335
0.17900777537149964 0.18913527094568366 0.04984146393330946
0.22535743732392297 0.17394383731143798 0.04492134782322765
0.28370820458389795 0.1508182838045926 0.03328604852314254
0.35716746828516754 0.11696200235617638 0.0260536896673752
0.4496472020903847 0.08782969005664143 0.018994977249146783
0.5660722890537326 0.06917185933416248 0.01639027602005111
0.7126427896022373 0.061817812586133614 0.012254332015672609
0.8971641173621405 0.058137639631927585 0.01054378803242667
1.1294627058970832 0.05744075527582204 0.008279938171734114
1.42190930212764 0.05368090044550167 0.0048618741426043055
1.7900777537149961 0.05011510318596635 0.004885468088339728
2.2535743732392293 0.04679789261185585 0.005309210661645691
2.8370820458389785 0.04216246385058947 0.004166137151367155
3.5716746828516746 0.0347334536068315 0.002460107861024574
4.4964720209038465 0.029618514865062617 0.003220411771064635
5.6607228905373255 0.02441462242086634 0.0019394449821108495
7.1264278960223715 0.02024925265914579 0.0016411859675445895
8.971641173621403 0.01676480931208607 0.0011749546784300957
11.294627058970828 0.013310920953413685 0.00104558872041699
14.219093021276393 0.01085715479342425 0.000753146128025628
17.900777537149956 0.008296844065566356 0.000508095658599661
22.53574373239229 0.006337179454946329 0.00031961432042060256
28.370820458389794 0.004481660334844373 0.0001947609250196325
35.71674682851674 0.0029815282776866625 0.00012407646828294094
44.96472020903845 0.0019866569034494574 4.641350973361158e-05
56.60722890537326 0.001239662346623982 6.124008151581206e-05
