r ed ee
0.11294627058970837 0.2975814973474578 0.16992051151103854
0.14219093021276402 0.2808004994375077 0.15678765440471043
0.17900777537149964 0.2634917035669299 0.13243724749114216
0.22535743732392297 0.23934832189201743 0.1062633332689944
0.28370820458389795 0.20773445870535862 0.08489486874326319
0.35716746828516754 0.16412890814458558 0.059527041056803454
0.4496472020903847 0.12855175128890006 0.04119255541802547
0.5660722890537326 0.10211725538453359 0.028652201159889146
0.7126427896022373 0.08936199878242301 0.02273280011494566
0.8971641173621405 0.07950059352736005 0.014048989727703853
1.1294627058970832 0.0737779112583502 0.013817446175490855
1.42190930212764 0.06797926857778541 0.0069547274348739085
1.7900777537149961 0.061299117027612204 0.005706587085874126
2.2535743732392293 0.054436087735206085 0.005291503127539177
2.8370820458389785 0.04749660438400294 0.005276404578051674
3.5716746828516746 0.03898673395761337 0.003754072584307211
4.4964720209038465 0.03286603020918799 0.0031068055431052177
5.6607228905373255 0.026888376597095198 0.0026671164422746307
7.1264278960223715 0.022128640165060276 0.0018376929381697105
8.971641173621403 0.0182539635232995 0.0014426470092698818
11.294627058970828 0.01444503379434764 0.0011531025626412839
14.219093021276393 0.011600712141975111 0.0008062696684423831
17.900777537149956 0.008823940345546566 0.000622334425073312
22.53574373239229 0.006744601105157344 0.0003288622305870348
28.370820458389794 0.004795588533780815 0.00013877530820005646
35.71674682851674 0.0031970820298209413 0.00017409080892838436
44.96472020903845 0.0021540786719059235 9.760937729758057e-05
56.60722890537326 0.0013320656745833825 8.728606094349223e-05
