r ed err
0.11294627058970837 0.37181688379427263 0.00446891647979507
0.14219093021276402 0.3504477699554103 0.003977326022095178
0.17900777537149964 0.32551661309253394 0.00371047221491591
0.22535743732392297 0.29535370204901973 0.003842277007873198
0.28370820458389795 0.25495456526923704 0.003308925116441338
0.35716746828516754 0.20483450743774007 0.0020612167424029194
0.4496472020903847 0.16085496200969984 0.0021653812936711426
0.5660722890537326 0.1295619174528394 0.0016082785615945726
0.7126427896022373 0.11177453881847682 0.0013427267364738546
0.8971641173621405 0.09672145959768685 0.0016967713143159126
1.1294627058970832 0.08913843968301 0.001388712342493807
1.42190930212764 0.0797560127669405 0.0009657548820927193
1.7900777537149961 0.07090323673001153 0.0011334194776223335
2.2535743732392293 0.06175334835750895 0.00104909290634408
2.8370820458389785 0.05259231071578946 0.0008816608473304147
3.5716746828516746 0.042555039440245634 0.0006209999539976311
4.4964720209038465 0.03550378052007103 0.0005376907180491329
5.6607228905373255 0.029080440641720884 0.0006146564388761173
7.1264278960223715 0.02389556339687654 0.0004475310573393973
8.971641173621403 0.01968453372964385 0.00043962049176011694
11.294627058970828 0.01557428253658788 0.00033483106123449616
14.219093021276393 0.012512128726411942 0.00025199241874489654
17.900777537149956 0.009604558977882982 0.00021855410862324108
22.53574373239229 0.007262523253254272 0.00021179264050687826
28.370820458389794 0.005128892775735139 0.00020697073669365812
35.71674682851674 0.003444608624169121 0.00017752100473160422
44.96472020903845 0.0023067675149205935 0.00013861186380829843
56.60722890537326 0.0014149042620371644 0.00015776132811290598
