r ee_1 ee_err_1 ee_2 ee_err_2 cc_ee_1 cc_err_1 cc_ee_2 cc_err_2 cs_ee_1 cs_err_1 cs_ee_2 cs_err_2 sc_ee_1 sc_err_1 sc_ee_2 sc_err_2 ss_ee_1 ss_err_1 ss_ee_2 ss_err_2
1.1294627058970832 0.039726337174829096 0.006302505840864267 0.03205269466814057 0.009990677686113503 0.0 0.0 0.024101519641911782 0.008149886140446806 0.016188943975363232 0.0017307000971177459 0.0033637514365377403 0.0013935810561510945 0.016188943975363274 0.0017307000971176927 0.0033637514365377403 0.0013935810561510908 0.007348449224100712 0.0044476124488465165 0.0012236721531531944 0.0006912713200919664
1.42190930212764 0.001907092822789407 0.003416283168360415 0.03662864836375497 0.008246113831378315 0.0 0.0 0.02794974937180894 0.006127735427604648 0.0017621631490498126 0.0008805120288534685 0.004180474833980419 0.0019213424539161743 0.0017621631490498462 0.0008805120288534845 0.004180474833980421 0.0019213424539161737 -0.0016172334753101203 0.003346180429837726 0.0003179493239854304 0.000431245884386215
1.7900777537149961 0.005707935967555534 0.00237793623133697 0.015037556440982987 0.007887434393579302 0.0 0.0 0.013974732008559965 0.004779236999823617 0.0018024550538412298 0.0009125973932345465 -0.0006264485286284274 0.002016623755881461 0.001802455053841231 0.0009125973932347256 -0.0006264485286284257 0.0020166237558814663 0.002103025859873407 0.0017782345066883608 0.002315721489679845 0.0018743016194179352
2.2535743732392293 0.002440295430779037 0.0007163748046861282 0.02058666970603438 0.005083708107710927 0.0 0.0 0.018778013387401083 0.004654763272243848 0.0006363483057484944 0.00037498718535668445 0.0006639078110953515 0.0014712716047719332 0.0006363483057484937 0.0003749871853567625 0.0006639078110953472 0.0014712716047718944 0.0011675988192799572 0.0008037064066059818 0.00048084069644306767 0.0009017377977736848
2.8370820458389785 0.0011360003959711474 0.0008664148755583924 0.007140910671342121 0.005643107366833744 0.0 0.0 0.008437060984502871 0.0031753043178988677 0.0 0.0 -0.0008353329176282245 0.0014610959169445547 0.0 0.0 -0.0008353329176282341 0.0014610959169445486 0.0011360003959715562 0.0008664148755586267 0.0003745155220951132 0.0010632548625012536
3.5716746828516746 0.00012325624440720216 0.00037264488272180043 0.01140004623099694 0.0032447129936180835 0.0 0.0 0.008143294708609913 0.002881035044171533 0.0 0.0 0.0013135202701174938 0.0012392079002310219 0.0 0.0 0.001313520270117492 0.0012392079002310527 0.000123256244407512 0.0003726448827223987 0.0006297109821517808 0.0010182178945377502
4.4964720209038465 1.2813681149128259e-05 1.2838945933200043e-05 0.010172411544255917 0.00587677092891047 0.0 0.0 0.010530226719081399 0.004118316600836973 0.0 0.0 -3.0274398898345184e-05 0.0011310274366908898 0.0 0.0 -3.0274398898338245e-05 0.0011310274366909407 1.2813681149099326e-05 1.2838945933171663e-05 -0.00029726637702710704 0.0001498607724287483
5.6607228905373255 0.0 0.0 0.005778031121322469 0.002868370045687131 0.0 0.0 0.006019026535822283 0.0018903046909530393 0.0 0.0 -0.0003876719445150348 0.0006856354290240332 0.0 0.0 -0.00038767194451501483 0.0006856354290239972 0.0 0.0 0.0005343484745308981 0.0006579637582087177
7.1264278960223715 0.0 0.0 0.0070956374742380465 0.002612417081105142 0.0 0.0 0.006043295820172306 0.0022645090395468546 0.0 0.0 0.0004992992601323487 0.0006360722811772741 0.0 0.0 0.0004992992601323114 0.0006360722811773015 0.0 0.0 5.374313379869129e-05 0.0005097818187060498
8.971641173621403 0.0 0.0 0.007064355666565603 0.0016564791877552204 0.0 0.0 0.005449765660748878 0.0018701201196496592 0.0 0.0 0.0007001272784905475 0.00045613566973215074 0.0 0.0 0.0007001272784906299 0.0004561356697321006 0.0 0.0 0.0002143354488357296 0.0003181387263815933
11.294627058970828 0.0 0.0 0.00557902861873201 0.0015296922994822966 0.0 0.0 0.005022897643066394 0.0014985238558407248 0.0 0.0 0.0002880599409092856 0.0002662010964062936 0.0 0.0 0.0002880599409092934 0.00026620109640629395 0.0 0.0 -1.9988906154160143e-05 0.0001684441116830493
14.219093021276393 0.0 0.0 0.003237771802804497 0.0014214993231622724 0.0 0.0 0.0024428631083509254 0.0011558766887867144 0.0 0.0 0.0003666445630976763 0.0001993222675461678 0.0 0.0 0.00036664456309760257 0.00019932226754621632 0.0 0.0 6.161956826222911e-05 0.0001273219284816946
17.900777537149956 0.0 0.0 0.0015144239581987573 0.0009575213093841374 0.0 0.0 0.0013469973869883467 0.0007072238963093067 0.0 0.0 -2.4271823910607462e-06 0.00021173698628331958 0.0 0.0 -2.4271823910945733e-06 0.00021173698628337457 0.0 0.0 0.00017228093599293195 0.00017859327814402583
22.53574373239229 0.0 0.0 0.001068908255711938 0.0008362576791314461 0.0 0.0 0.0007508658413016289 0.0007232297338940553 0.0 0.0 0.00015457237872669883 0.00014278028948293964 0.0 0.0 0.00015457237872669363 0.0001427802894828178 0.0 0.0 8.89765696127174e-06 7.171646567086685e-05
28.370820458389794 0.0 0.0 0.0009750119554712347 0.0004950274997811782 0.0 0.0 0.000730069387414746 0.0005339860899522674 0.0 0.0 0.00016874968080556486 0.00011047986982884682 0.0 0.0 0.0001687496808057574 0.00011047986982877217 0.0 0.0 -9.255679356454734e-05 3.835447813978203e-05
35.71674682851674 0.0 0.0 0.0003825272005836128 0.00030947717824399823 0.0 0.0 0.0003829269623925116 0.00019676986791315 0.0 0.0 6.903045097653854e-06 0.00010402292094019208 0.0 0.0 6.9030450975957405e-06 0.00010402292094013738 0.0 0.0 -1.420585200365772e-05 3.163592657972563e-05
44.96472020903845 0.0 0.0 0.0004271046305811127 0.00024593349560003464 0.0 0.0 0.000259670435855848 0.00018480358805395897 0.0 0.0 7.644310613694454e-05 7.074750595592267e-05 0.0 0.0 7.644310613702434e-05 7.074750595580803e-05 0.0 0.0 1.4547982431242432e-05 2.416435517473004e-05
56.60722890537326 0.0 0.0 0.0004319192545002015 0.00023534807866939343 0.0 0.0 0.0003247725332339718 0.00022213576634265517 0.0 0.0 4.526365121519313e-05 3.439984727021917e-05 0.0 0.0 4.526365121567365e-05 3.4399847269575856e-05 0.0 0.0 1.661941887512691e-05 1.7235734180344243e-05
