r ed ee
0.11294627058970837 0.30080094385288153 0.1757864181803243
0.14219093021276402 0.28325433421519947 0.15435447476569952
0.17900777537149964 0.26096145641427854 0.12647945467887894
0.22535743732392297 0.24040920596549303 0.109106875468657
0.28370820458389795 0.20663023723335766 0.08486497738316601
0.35716746828516754 0.16294295653211943 0.05580825687367824
0.4496472020903847 0.129208698951923 0.03852775008121989
0.5660722890537326 0.10268260108083077 0.027305019259357688
0.7126427896022373 0.0905825642290683 0.02027038956214544
0.8971641173621405 0.0789436395020362 0.013560612280257955
1.1294627058970832 0.0746332268554799 0.011812667600369142
1.42190930212764 0.06762800444063 0.006826550978849377
1.7900777537149961 0.06140513012873816 0.005573898060493521
2.2535743732392293 0.05404895715892949 0.0043799386864145085
2.8370820458389785 0.04783320435753047 0.004468708488823303
3.5716746828516746 0.038462630790733365 0.0033946819986415133
4.4964720209038465 0.03263949520167192 0.003151645816875215
5.6607228905373255 0.026681320576111334 0.0024954144662838185
7.1264278960223715 0.021921565383303254 0.0019040887891682012
8.971641173621403 0.018182765800338452 0.0014179415945712037
11.294627058970828 0.014457842695044132 0.0011797815474230422
14.219093021276393 0.011576950569895716 0.000761850718210999
17.900777537149956 0.00893339937126758 0.0006593339122051289
22.53574373239229 0.006747372917215888 0.00031633844625128527
28.370820458389794 0.00482617490241688 0.00019413510677196433
35.71674682851674 0.0032132299128150854 0.0001281974391932339
44.96472020903845 0.0021562191641442685 6.49529237563562e-05
56.60722890537326 0.0012981077555119236 6.497888274858976e-05
