r ed ee
0.11294627058970837 0.16620511809607202 0.007081552732434049
0.14219093021276402 0.153776376104457 0.00500557050395678
0.17900777537149964 0.14946169769046086 -0.0014828294130745379
0.22535743732392297 0.13878849471147298 0.005781789640268653
0.28370820458389795 0.12400698859551673 0.014413862729642235
0.35716746828516754 0.09122491047739262 0.0068835721186641385
0.4496472020903847 0.06974130710866866 0.011123617878116832
0.5660722890537326 0.05272712239740618 0.008478829016382528
0.7126427896022373 0.046690847294082016 0.007828104084953047
0.8971641173621405 0.046568895178917824 0.010880738404845769
1.1294627058970832 0.04722262066033478 0.009142484328896083
1.42190930212764 0.0465986434497036 0.004877547663375781
1.7900777537149961 0.045570949639483216 0.005698569843674506
2.2535743732392293 0.04275543270988846 0.005468053793950711
2.8370820458389785 0.03958892630687111 0.004188873510610647
3.5716746828516746 0.03391023005797661 0.002964950093676144
4.4964720209038465 0.02866132677470018 0.002628253151489901
5.6607228905373255 0.023731569383915574 0.0021434040082549677
7.1264278960223715 0.019779627822057888 0.0015724779869326078
8.971641173621403 0.01633497486329244 0.0010850926975719544
11.294627058970828 0.013006747181017131 0.0008712264693071514
14.219093021276393 0.010496099069720544 0.0006651369825225184
17.900777537149956 0.007995700479394074 0.0004784070156827469
22.53574373239229 0.0061260922125002115 0.0002700515432709216
28.370820458389794 0.004425155254966173 0.00014742643586784787
35.71674682851674 0.00289309027701401 9.381295200000528e-05
44.96472020903845 0.0019256672810023523 3.34940372148651e-05
56.60722890537326 0.001162600819509363 4.299371379345995e-05
